id,ElementProperty|MagpieData maximum MendeleevNumber,AtomicOrbitals|HOMO_character,BandCenter|band center,ElementProperty|MagpieData mode NsValence,ElementProperty|MagpieData avg_dev NValence,YangSolidSolution|Yang delta,AtomicOrbitals|gap_AO,ElementProperty|MagpieData mean MendeleevNumber,YangSolidSolution|Yang omega,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData mean AtomicWeight,ValenceOrbital|avg d valence electrons,ElementProperty|MagpieData range MendeleevNumber,ValenceOrbital|frac f valence electrons,hull_distance
7803256,80,1,-1.95869322418115,2,3.68,0.21943403815018,0.0,68.0,1.59644768098912,2,0.16,51.639678,4.8,22,0.0,
7521463,84,2,-1.90364779844506,1,3.36,0.171830132537853,0.0,65.2,0.783332493686241,3,0.52,40.10716,4.0,35,0.0,
9257083,81,2,-1.92915217262401,1,7.52,0.262909117334157,0.0,64.6,13.2334881682865,2,0.67,66.56284,4.0,32,0.304347826086956,
7905641,83,2,-1.90539106858223,1,1.28,0.17649185829694,0.0,65.0,0.462891462909908,3,0.53,31.3175924,2.0,34,0.0,
9321840,88,2,-1.96887998172623,1,1.44,0.17565566424556,0.0,66.0,16566552.6189635,4,0.92,31.53584,2.0,39,0.0,
2760143,72,2,-1.80914194597449,1,2.4,0.226472471692405,0.0,62.4,1.65309140826027,6,0.38,47.60504,4.0,23,0.0,
9618250,74,2,-1.83413381225793,1,2.72,0.186658751975725,0.0,63.2,0.900036346364901,1,0.38,39.06744,4.0,25,0.0,
9138254,79,2,-1.8729859245367,1,3.04,0.171719548408983,0.0,64.2,0.694840454357567,2,0.38,39.65084,4.0,30,0.0,
7243896,75,2,-1.82801309569024,1,2.72,0.222451146254413,0.0,63.4,2.16655673147415,1,0.38,48.08644,4.0,26,0.0,
4165230,78,2,-1.85202149277051,1,1.28,0.172044228070584,0.0,64.0,0.521142827599055,2,0.38,30.73994,2.0,29,0.0,
3041965,80,2,-1.86357345838373,1,3.04,0.222451146254413,0.0,64.4,1.54147919594534,2,0.38,48.86484,4.0,31,0.0,
7063891,84,1,-1.97935549718201,2,3.52,0.15612386257877,0.0,67.6,0.920913659046864,2,0.35,41.64672,4.4,29,0.0,
9328467,81,3,-2.00587417530857,2,7.2,0.263891812849298,0.097071,67.0,6.9840729325782,1,0.5,68.1024,4.4,26,0.28,
5196087,83,2,-1.98116809682986,2,2.08,0.157618547511842,0.0,67.4,0.520170442174738,2,0.36,32.8571524,2.4,28,0.0,
2673845,88,2,-2.04718195156934,2,2.08,0.156956739165573,0.0,68.4,15272011.1325319,3,0.75,33.0754,2.4,33,0.0,
8054917,79,3,-1.94747420657564,2,3.36,0.155709800070947,0.097071,66.6,0.768185803792121,1,0.21,41.1904,4.4,24,0.0,
5619803,78,3,-1.92567602347916,2,2.24,0.154906931004829,0.097071,66.4,0.543006904689055,1,0.21,32.2795,2.4,23,0.0,
4267580,80,3,-1.93768740849402,2,3.36,0.21943403815018,0.097071,66.8,2.10281958769752,1,0.21,50.4044,4.4,25,0.0,
4203176,74,3,-2.03783624528193,1,2.72,0.20609831249986,0.0,63.6,1.07548662473435,1,0.35,56.653,4.0,24,0.0,
4265083,74,1,-2.0823883275275,1,3.52,0.190716824855805,0.0,67.2,0.752564890434923,2,0.47,59.4312,5.2,15,0.0,
6752138,74,3,-2.05284828543013,1,3.2,0.194942090256101,0.0,66.0,1.05629024231989,1,0.39,58.697,4.8,18,0.0,
5902371,74,3,-2.11131281204299,2,7.04,0.197110518441763,0.0,64.0,1.50914238620401,1,0.55,91.805,3.6,23,0.474576271186441,
3264017,74,1,-1.92775093149636,2,3.52,0.17740691724314,0.0,66.8,0.882739802081724,2,0.23,41.842278,4.8,16,0.0,
7804269,74,3,-1.90707695342885,2,3.2,0.17740691724314,0.0,65.6,0.984513116618763,1,0.23,40.607,4.4,19,0.0,
2819470,74,1,-1.93999731493744,2,3.84,0.179141821333142,0.0,68.0,0.813099635026308,3,0.23,41.74636,5.2,13,0.0,
3892147,74,3,-1.93592809406052,2,2.88,0.199312714776632,0.0,64.8,1.00079418896756,0,0.23,57.469,4.0,21,0.0,
5718692,79,3,-2.08100334796456,1,3.04,0.200781428195816,0.0,64.6,0.782094749031133,2,0.15,57.2364,4.0,29,0.0,
9317254,79,1,-2.12649916860593,1,3.68,0.178179966487409,0.0,68.2,0.711337281252167,2,0.27,60.0146,5.2,20,0.0,
8463201,79,3,-2.09633338534147,1,3.36,0.184648700679445,0.057541,67.0,0.909901311986833,1,0.19,59.2804,4.8,23,0.0,
9450781,79,3,-2.1560363550478,2,7.2,0.187882263393752,0.0,65.0,1.04130589199063,2,0.35,92.3884,3.6,28,0.466666666666667,
9840216,73,3,-1.62478006942316,2,7.2,0.253730382469685,0.0,61.4,0.341126255755271,3,0.74,81.11670772,0.8,28,0.622222222222222,
3821574,84,3,-1.72631763329385,2,6.72,0.259209876971558,0.0,63.6,0.300460046240876,5,0.88,90.70472,2.8,39,0.491228070175439,
2361549,81,3,-1.74944620303622,2,8.8,0.280519703259021,0.0,63.0,0.452063797847005,4,1.03,117.1604,2.8,36,0.6,
3056417,83,3,-1.72789851289765,2,6.88,0.272831172793036,0.0,63.4,0.220702708597307,5,0.89,81.9151524,0.8,38,0.595744680851064,
5308146,88,3,-1.7854732545955,2,6.72,0.271520914645437,0.0,64.4,17710239.677437,6,1.28,82.1334,0.8,43,0.583333333333333,
1260374,72,3,-1.6406152677078,2,6.24,0.262954625331178,0.0,60.8,0.409224254507669,8,0.74,98.2026,2.8,27,0.518518518518518,
8496023,74,3,-1.6632790711116,2,6.4,0.252497249948616,0.0,61.6,0.342975586253305,3,0.74,89.665,2.8,29,0.509090909090909,
6851203,79,3,-1.69851199947804,2,6.56,0.259993958960147,0.0,62.6,0.302303529599457,4,0.74,90.2484,2.8,34,0.5,
6283704,75,3,-1.65772851656688,2,6.4,0.261365561965106,0.0,61.8,0.420995330402342,3,0.74,98.684,2.8,30,0.509090909090909,
9425807,78,3,-1.67950046369946,2,7.04,0.263570544455797,0.0,62.4,0.280103863571402,4,0.74,81.3375,0.8,33,0.608695652173913,
1365094,80,3,-1.68997633111233,2,6.56,0.261365561965106,0.0,62.8,0.375733655838061,4,0.74,99.4624,2.8,35,0.5,
2943061,76,3,-1.62679343380494,2,8.64,0.278121511168405,0.0,62.0,0.486022012689706,3,0.74,116.59706,2.8,31,0.608695652173913,
3149850,72,3,-1.63277445340851,2,6.24,0.253441304432607,0.0,60.6,0.37508334411715,8,0.74,88.7964,2.8,27,0.518518518518518,
5732806,75,3,-2.03103575014608,1,2.72,0.23160277792655,0.0,63.8,3.52041495135116,1,0.38,65.672,4.0,25,0.0,
2078916,75,1,-2.07543915694274,1,3.52,0.224103641018935,0.0,67.4,1.31555668131475,2,0.5,68.4502,5.2,16,0.0,
6902314,75,3,-2.04599769338084,1,3.2,0.225986928334126,0.0,66.2,2.83393363277673,1,0.42,67.716,4.8,19,0.0,
9765234,75,3,-2.10426711710957,2,7.04,0.227010205999232,0.0,64.2,11.4344495319601,1,0.58,100.824,3.6,24,0.474576271186441,
4987650,75,1,-1.92131780377911,2,3.52,0.21943403815018,0.0,67.0,2.06436953577877,2,0.26,50.861278,4.8,17,0.0,
6319528,75,1,-1.90071281716643,2,3.2,0.21943403815018,0.0,65.8,3.19679462735207,1,0.26,49.626,4.4,20,0.0,
9720165,75,1,-1.93352331962289,2,3.84,0.21990216824065,0.0,68.2,1.68007032175285,3,0.26,50.76536,5.2,14,0.0,
9518437,75,3,-1.92946767820646,2,2.88,0.228085323342676,0.0,65.0,2.60657981032518,0,0.26,66.488,4.0,22,0.0,
9467830,73,3,-1.74321085435781,2,1.92,0.200159611154652,0.0,64.2,0.572431978799407,0,0.49,31.69592572,2.0,21,0.0,
1895642,84,3,-1.85214952660979,2,3.2,0.178187175712809,0.0,66.4,0.569057571948847,2,0.63,41.283938,4.0,32,0.0,
4750928,81,3,-1.87696394585299,2,7.36,0.262937277792971,0.0,65.8,1.69211997174352,1,0.78,67.739618,4.0,29,0.291666666666667,
5140362,83,3,-1.85384563707831,2,1.6,0.18391049142992,0.0,66.2,0.364745776420898,2,0.64,32.4943704,2.0,31,0.0,
7932580,88,3,-1.91561702174341,2,1.76,0.183016696114988,0.0048639999999999,67.2,14247604.3194207,3,1.03,32.712618,2.0,36,0.0,
8605217,72,3,-1.76020028575852,2,2.72,0.2279288267092,0.0,63.6,0.931677788331788,5,0.49,48.781818,4.0,20,0.0,
8653417,74,3,-1.78451606168292,2,2.88,0.190716824855805,0.0,64.4,0.620498004320115,0,0.49,40.244218,4.0,22,0.0,
8290476,79,3,-1.82231713046449,2,3.04,0.178179966487409,0.0,65.4,0.510785035071789,1,0.49,40.827618,4.0,27,0.0,
2384019,75,3,-1.77856092528499,2,2.88,0.224103641018935,0.0,64.6,1.04071274696066,0,0.49,49.263218,4.0,23,0.0,
6930741,78,3,-1.80191983722406,2,1.76,0.178885438199983,0.0,65.2,0.419857122622944,1,0.49,31.916718,2.0,26,0.0,
4867502,80,3,-1.81315929425988,2,3.04,0.224103641018935,0.0,65.6,0.852143004265481,1,0.49,50.041618,4.0,28,0.0,
9157643,76,3,-1.74537097357034,2,7.04,0.258645214868096,0.0,64.8,1.75222376839251,0,0.49,67.176278,4.0,24,0.297872340425532,
9607438,72,3,-1.75178795177514,2,2.72,0.198687728150178,0.0,63.4,0.699877769878881,5,0.49,39.375618,4.0,20,0.0,
4528069,73,2,-1.76548989122387,1,0.96,0.220794403122398,0.0,62.2,0.484187497210521,2,0.44,46.88325972,1.6,26,0.0,
1790246,84,2,-1.87582084983592,1,3.52,0.213150440681858,0.0,64.4,0.43567369030864,4,0.58,56.471272,3.6,37,0.0,
8410523,81,2,-1.90095240877553,1,7.68,0.266897594919487,0.0,63.8,0.970213272872947,3,0.73,82.926952,3.6,34,0.318181818181818,
3014689,83,2,-1.87753863737669,1,0.96,0.223249411608884,0.0,64.2,0.292538118553825,4,0.59,47.6817044,1.6,36,0.0,
7348562,88,2,-1.94009948876224,1,1.12,0.22212213093825,0.0,65.2,18566250.8500367,5,0.98,47.899952,1.6,41,0.0,
6423907,72,2,-1.78269645537565,1,2.56,0.23969492120604,0.0,61.6,0.704142643290863,7,0.44,63.969152,3.6,25,0.0,
1932047,74,2,-1.8073229981054,1,2.88,0.215484846803291,0.0,62.4,0.523192079226391,2,0.44,55.431552,3.6,27,0.0,
9603748,79,2,-1.84560718194035,1,3.2,0.213576950562855,0.0,63.4,0.431249198448736,3,0.44,56.014952,3.6,32,0.0,
3469512,75,2,-1.80129175232401,1,2.88,0.236906211638506,0.0,62.6,0.776618913699779,2,0.44,64.450552,3.6,28,0.0,
2694380,78,2,-1.82494920190639,1,0.8,0.215864849236958,0.0,63.2,0.365944924105601,3,0.44,47.104052,1.6,31,0.0,
5648371,80,2,-1.83633230437501,1,3.2,0.236906211638506,0.0,63.6,0.64460823773896,3,0.44,65.228952,3.6,33,0.0,
5294037,76,2,-1.76767761775393,1,7.36,0.26343055108671,0.0,62.8,1.07370160702509,2,0.44,82.363612,3.6,29,0.325581395348837,
5160827,72,2,-1.77417660789299,1,2.56,0.219909966516167,0.0,61.4,0.568454316382676,7,0.44,54.562952,3.6,25,0.0,
4637091,84,2,-2.01352354604029,2,4.16,0.159233637725358,0.0,70.0,0.888793236937251,3,0.27,42.78608,5.2,23,0.0,
3740286,81,1,-2.04049999513884,2,6.88,0.263570544455797,0.068933,69.4,9.59571202536925,3,0.42,69.24176,5.2,20,0.259259259259259,
5146839,83,2,-2.01536743516262,2,3.04,0.161428299141188,0.0,69.8,0.566165363862196,3,0.28,33.9965124,3.2,22,0.0,
4768210,88,2,-2.08252083487887,2,2.88,0.160727595430146,0.050912,70.8,14980827.0041476,3,0.67,34.21476,3.2,27,0.0,
2043178,79,1,-1.98109191392292,2,4.0,0.158885978904878,0.060882,69.0,0.712870614675877,3,0.13,42.32976,5.2,18,0.0,
1487932,80,1,-1.9711361740845,2,4.0,0.21990216824065,0.066314,69.2,1.39573235634829,3,0.13,51.54376,5.2,19,0.0,
3215784,73,2,-1.65437060737829,2,0.0,0.262924903061244,0.0,47.8,0.342878481789598,4,0.68,27.70307252,0.4,62,0.0,
8315042,84,2,-1.75775737607006,2,3.84,0.271013549918708,0.0,50.0,0.291548331526338,6,0.82,37.2910848,2.4,73,0.0,
3627410,81,2,-1.78130716394139,2,8.0,0.285329741988027,0.005228,49.4,0.407678335846539,5,0.97,63.7467648,2.4,70,0.35,
1743698,83,2,-1.75936704669537,2,0.64,0.285289029116658,0.0,49.8,0.213371171222696,6,0.83,28.5015172,0.4,72,0.0,
4127693,88,2,-1.81799034112447,2,0.96,0.283945535334322,0.0,50.8,15282535.8600639,7,1.22,28.7197648,0.4,77,0.0,
9354761,72,2,-1.6704941967164,2,2.88,0.270037699039819,0.0,47.2,0.384932068446988,9,0.68,44.7889648,2.4,61,0.0,
8927605,74,2,-1.69357075391219,2,3.2,0.26253183938881,0.0,48.0,0.333024784304493,4,0.68,36.2513648,2.4,63,0.0,
4327501,79,2,-1.72944534530966,2,3.52,0.271865037327236,0.0132789999999999,49.0,0.29038624684112,5,0.68,36.8347648,2.4,68,0.0,
7985463,75,2,-1.68791911252008,2,3.2,0.268719638579442,0.0,48.2,0.393318108064085,4,0.68,45.2703648,2.4,64,0.0,
9182473,78,2,-1.71008757093447,2,0.32,0.275682924715776,0.01669,48.8,0.27715448054107,5,0.68,27.9238648,0.4,67,0.0,
5891230,80,2,-1.72075422512404,2,3.52,0.268719638579442,0.0078469999999999,49.2,0.353268177303506,5,0.68,46.0487648,2.4,69,0.0,
4960875,76,2,-1.65642063920588,2,7.68,0.283191991556316,0.0,48.4,0.439567378763199,4,0.68,63.1834248,2.4,65,0.358974358974359,
1804532,72,2,-1.66251058529798,2,2.88,0.262760287619724,0.0,47.0,0.366119213900118,9,0.68,35.3827648,2.4,61,0.0,
3250478,78,3,-2.05771056603701,1,1.28,0.202578196402434,0.0,64.4,0.570417368686181,2,0.26,48.3255,2.0,28,0.0,
2081546,78,1,-2.10269714952129,1,2.72,0.178885438199983,0.0,68.0,0.541036774690033,2,0.38,51.1037,3.2,19,0.0,
9546732,78,3,-2.07286901348452,1,2.24,0.185701388442046,0.0570819999999999,66.8,0.635704506188481,1,0.3,50.3695,2.8,22,0.0,
9180765,78,3,-2.13190372465337,2,8.0,0.189097130479147,0.0,64.8,0.705593225748357,2,0.46,83.4775,1.6,27,0.56,
8512390,78,1,-1.95891744602762,2,3.2,0.158331148245701,0.0574709999999999,68.8,0.528762225219544,3,0.14,33.41886,3.2,17,0.0,
4693502,78,3,-1.95480853942957,2,1.76,0.192483463542617,0.0,65.6,0.604215235099434,1,0.14,49.1415,2.0,25,0.0,
5831672,80,3,-2.07054551519587,1,3.04,0.23160277792655,0.0,64.8,2.00866617599105,2,0.2,66.4504,4.0,30,0.0,
7483150,80,1,-2.11581270204653,1,3.68,0.224103641018935,0.0,68.4,1.17855996354116,2,0.32,69.2286,5.2,21,0.0,
6807539,80,3,-2.08579851330834,1,3.36,0.225986928334126,0.057541,67.2,2.19583091393448,1,0.24,68.4944,4.8,24,0.0,
2498173,80,3,-2.14520145290007,2,7.2,0.227010205999232,0.0,65.2,4.05997813520721,2,0.4,101.6024,3.6,29,0.466666666666667,
5814072,73,3,-1.72049631113082,2,7.68,0.224959401996074,0.0,62.6,0.52699042429335,2,0.54,82.09985972,1.2,25,0.595744680851064,
4352098,84,3,-1.82801548087466,2,7.04,0.21943403815018,0.0,64.8,0.474026736087809,4,0.68,91.687872,3.2,36,0.474576271186441,
4306815,81,3,-1.8525065610352,2,9.12,0.268231694971903,0.0,64.2,1.03338363304729,3,0.83,118.143552,3.2,33,0.583333333333333,
6025847,83,3,-1.82968949053165,2,7.36,0.230129272900225,0.0,64.6,0.322589688283418,4,0.69,82.8983044,1.2,35,0.571428571428571,
6083594,88,3,-1.89065597613153,2,7.2,0.228970658178648,0.0,65.6,20460701.8057903,5,1.08,83.116552,1.2,40,0.56,
5372069,72,3,-1.73726436531087,2,6.56,0.242402175575985,0.0,62.0,0.75660629387398,7,0.54,99.185752,3.2,24,0.5,
3514269,74,3,-1.76126329961972,2,6.72,0.220290212623661,0.0,62.8,0.566707928139579,2,0.54,90.648152,3.2,26,0.491228070175439,
3204167,79,3,-1.79857180950705,2,6.88,0.219920534778184,0.0,63.8,0.468844472683538,3,0.54,91.231552,3.2,31,0.482758620689655,
2869347,75,3,-1.75538576037695,2,6.72,0.239789643170869,0.0,63.0,0.833332178756017,2,0.54,99.667152,3.2,27,0.491228070175439,
1705239,78,3,-1.77844029891583,2,7.52,0.222425579695966,0.0,63.6,0.399204245660263,3,0.54,82.320652,1.2,30,0.583333333333333,
7160483,80,3,-1.78953330256533,2,6.88,0.239789643170869,0.0,64.0,0.694403321193282,3,0.54,100.445552,3.2,32,0.482758620689655,
9518642,76,3,-1.72262828336325,2,8.96,0.264913467479685,0.0,63.2,1.13989030917737,2,0.54,117.580212,3.2,28,0.591549295774648,
1320567,72,3,-1.72896164648014,2,6.56,0.224167492537235,0.0,61.8,0.613157593055242,7,0.54,89.779552,3.2,24,0.5,
4063285,84,3,-2.00930010099392,2,3.2,0.1909393200764,0.0,66.8,1.06104402751222,2,0.28,58.50872,4.0,31,0.0,
9583261,81,3,-2.03621996592661,2,7.36,0.263665594855305,0.0,66.2,9.27912785576585,1,0.43,84.9644,4.0,28,0.291666666666667,
3061874,83,3,-2.0111401224861,2,1.6,0.198506822748453,0.0,66.6,0.6520694800536,2,0.29,49.7191524,2.0,30,0.0,
8643509,88,3,-2.07815266529809,2,1.76,0.197513870931583,0.0085859999999999,67.6,17443613.2466272,3,0.68,49.9374,2.0,35,0.0,
9267581,79,3,-1.97693649550395,2,3.04,0.191113474478257,0.0,65.8,0.855404221223361,1,0.14,58.0524,4.0,26,0.0,
6315928,80,3,-1.96700163822248,2,3.04,0.228085323342676,0.0,66.0,2.04263359717002,1,0.14,67.2664,4.0,27,0.0,
3741296,73,3,-1.73870350863117,2,0.48,0.218749796067152,0.0,60.6,0.357111979803265,3,0.5,28.86750772,0.8,30,0.0,
4328571,84,3,-1.84736050281901,2,3.68,0.209995949191285,0.0,62.8,0.319255351967337,5,0.64,38.45552,2.8,41,0.0,
4935860,81,3,-1.87211076048001,2,7.84,0.266295389153379,0.0,62.2,0.535252489872349,4,0.79,64.9112,2.8,38,0.333333333333333,
5062718,83,3,-1.84905222772725,2,0.64,0.219777902585687,0.0,62.6,0.225744137767845,5,0.65,29.6659524,0.8,40,0.0,
6135948,88,3,-1.91066389276578,2,0.8,0.218667330678684,0.0,63.6,15728082.658917,6,1.04,29.8842,0.8,45,0.0,
1340285,72,3,-1.75564901118596,2,2.72,0.238398392326702,0.0,60.0,0.452961319271924,8,0.5,45.9534,2.8,29,0.0,
9731406,74,3,-1.77990191484885,2,3.04,0.213107641729921,0.0,60.8,0.366028970809429,3,0.5,37.4158,2.8,31,0.0,
9084235,79,3,-1.81760524302411,2,3.36,0.210390650027185,0.0,61.8,0.31941582248701,4,0.5,37.9992,2.8,36,0.0,
4309715,75,3,-1.77396217639233,2,3.04,0.235519909704064,0.0,61.0,0.479389737186742,3,0.5,46.4348,2.8,32,0.0,
2568307,78,3,-1.79726069019215,2,0.48,0.212563245345417,0.0,61.6,0.287086331089531,4,0.5,29.0883,0.8,35,0.0,
1098653,80,3,-1.80847108584477,2,3.36,0.235519909704064,0.0,62.0,0.418403983504171,4,0.5,47.2132,2.8,37,0.0,
2643098,76,3,-1.74085804251587,2,7.52,0.262753528539836,0.0,61.2,0.576831181484267,3,0.5,64.34786,2.8,33,0.341463414634146,
6594182,72,3,-1.74725842861466,2,2.72,0.217817456702727,0.0,59.8,0.400145099393166,8,0.5,36.5472,2.8,29,0.0,
5714096,76,3,-1.99313433360211,1,7.2,0.260995184744858,0.0,64.0,12.1308448063733,1,0.54,83.58506,4.0,26,0.311111111111111,
4857263,76,1,-2.03670912277504,1,6.72,0.258645214868096,0.0,67.6,2.96830206174927,2,0.66,86.36326,5.2,17,0.274509803921569,
5738926,76,3,-2.00781707011054,1,6.88,0.25904940591323,0.0,66.4,19.1619475048104,1,0.58,85.62906,4.8,20,0.285714285714286,
7190582,76,3,-2.06499912070939,2,9.28,0.259334182314429,0.0,64.4,4.08316865003867,1,0.74,118.73706,3.6,25,0.575342465753425,
2317805,76,1,-1.8854638477918,2,6.72,0.259094811964668,0.0,67.2,16.0958897272695,2,0.42,68.774338,4.8,18,0.274509803921569,
1069425,76,2,-1.79390031073182,1,7.2,0.258469753691621,0.0,63.6,13.2011328535691,1,0.42,65.9995,4.0,27,0.311111111111111,
9576032,76,1,-1.86524337345589,2,6.88,0.259094811964668,0.0,66.0,8.1265148781963,1,0.42,67.53906,4.4,21,0.285714285714286,
7369148,76,1,-1.8974415949515,2,6.56,0.258843582110896,0.0,68.4,5.98114235849709,3,0.42,68.67842,5.2,15,0.264150943396226,
5178439,76,3,-1.89346163637554,2,7.04,0.259672410290298,0.0,65.2,27.7726729378627,0,0.42,84.40106,4.0,23,0.297872340425532,
5123968,76,3,-1.78086136275884,2,7.36,0.25904940591323,0.0,62.4,1.50964060536611,2,0.42,65.57766,3.2,30,0.325581395348837,
1302765,84,3,-1.88981115186314,2,3.52,0.184561293402918,0.0,64.0,0.510545842433583,4,0.55,39.68532,3.2,38,0.0,
3296450,81,3,-1.91513014773204,2,7.68,0.263192564548187,0.0,63.4,1.35812416529958,3,0.7,66.141,3.2,35,0.318181818181818,
