id,hull_distance
0,-0.029591083999999768
1,0.2946367483333372
2,0.12250537399999484
3,0.043930918499999194
4,0.07543895133333667
5,3.4619038439487326e-05
6,-0.008184125191683655
7,0.24346749569696513
8,-0.0397059671428579
9,0.13982156600000195
10,0.399625073538461
11,0.3472343748333335
12,0.2923356569999953
13,0.17031502349999883
14,0.39158951599999803
15,0.18092019699999895
16,0.3190446144999992
17,0.5201626649999973
18,0.5977370567499998
19,0.45767257999999966
20,0.25357355525
21,0.3482215780000004
22,0.5723276409419613
23,0.3202659693333345
24,0.5404390340833318
25,0.45359461649999666
26,0.21770319400000027
27,0.1812531420000001
28,0.12459964133333301
29,0.33272362500000163
30,0.23818824600000088
31,0.2638982160000003
32,0.25380770941666597
33,0.15705337254545348
34,0.3960065888421065
35,0.4677561999999993
36,0.4565429965714287
37,0.5915708040009307
38,0.33648377199999935
39,0.2504354268333344
40,0.3907403019999993
41,0.3398980370000011
42,0.5751209909999977
43,0.2707024649999994
44,0.44209008715483833
45,0.35296538699999847
46,0.17459891899999835
47,0.29205197299999774
48,0.35258566299999927
49,0.06648822933333243
50,0.42538356699999813
51,0.37533864669230876
52,0.5027560100000024
53,0.43629037171428564
54,0.5641396491120005
55,0.3262745339999986
56,0.17623862392500111
57,0.40710047800000204
58,0.08680077848386958
59,0.3106905623333347
60,0.19263569983333362
61,0.23221525900000195
62,0.18927634477777744
63,0.17234014944999743
64,0.30805396583333167
65,0.06731091703030145
66,0.17305304799999988
67,0.3729283458333361
68,0.33819320308333456
69,0.3211171670000006
70,0.08072838490000223
71,0.33104899949999655
72,0.15150165800000082
73,0.3964929489999989
74,0.4128936099999958
75,0.07310264299999947
76,0.1516258513333364
77,0.25270701590000044
78,0.08428643879999953
79,0.3096626539999967
80,0.21278801399999914
81,0.1322801819999997
82,0.029585675999997285
83,0.2107366680000009
84,0.26814679694444443
85,0.18317556150000058
86,0.34512857899999894
87,0.29640377800000106
88,0.304642824000001
89,0.4198960674166665
90,0.16737517854545292
91,-0.044647854109091334
92,0.30197759159999826
93,0.46399640159999844
94,0.32081593999999924
95,0.4682113920000024
96,0.23451063359999846
97,0.12872185379999923
98,0.26358703359999947
99,0.25736055159999793
100,0.10995271725000055
101,0.3658696995999984
102,0.4749572175999974
103,0.12223235059999826
104,0.13292959733332488
105,0.24814184900000313
106,0.3938945339999993
107,0.2795748799999984
108,0.3256060319999996
109,0.23547896399999857
110,0.18069086266666012
111,0.2451396546666782
112,0.2516770399999988
113,0.21969625833332707
114,0.27828238199999067
115,0.3698771319999983
116,0.13635292699999013
117,0.4661793702177768
118,0.45477192741666705
119,0.5332805036153836
120,0.6686979186866697
121,0.4086680475416662
122,0.4101856891354174
123,0.06959807599999834
124,0.34400527199999864
125,0.1778645970000019
126,0.3903206240000028
127,0.3656553640000011
128,0.14515927400000184
129,0.12426975100000348
130,0.2126635499166687
131,0.14688137200000018
132,0.19167962200000055
133,0.22769067599999993
134,0.10329867466666709
135,0.14337669800000175
136,0.08733043750000213
137,0.4467184795000021
138,0.3262209711666655
139,0.1868604995000016
140,0.3917661161666697
141,0.19556022949999807
142,0.25385915800000003
143,0.35650002386666824
144,0.31885154476190447
145,0.3937241389999997
146,0.1933572513333246
147,0.33589231149999854
148,0.5216362579999974
149,0.3156327165714288
150,0.40334481564000235
151,0.34260587999999714
152,0.2860579419999887
153,0.3540024599999878
154,0.3789614019999963
155,0.27304966733334446
156,0.40479531599998886
157,0.5007111239999968
158,0.2311753749999994
159,0.25976085451515196
