id,ElementProperty|MagpieData minimum MendeleevNumber,ElementProperty|MagpieData maximum MendeleevNumber,ElementProperty|MagpieData range NfValence,ElementProperty|MagpieData mean Electronegativity,YangSolidSolution|Yang delta,ValenceOrbital|frac d valence electrons,ElementProperty|MagpieData avg_dev AtomicWeight,ElementProperty|MagpieData mean MendeleevNumber,ElementProperty|MagpieData range Electronegativity,ElementProperty|MagpieData mean CovalentRadius,ElementProperty|MagpieData avg_dev MendeleevNumber,ElementProperty|MagpieData maximum NdValence,ElementProperty|MagpieData range NUnfilled,ElementProperty|MagpieData mean NUnfilled,ElementProperty|MagpieData mean NdValence,ElementProperty|MagpieData avg_dev Electronegativity,ElementProperty|MagpieData avg_dev NValence,ElementProperty|MagpieData maximum NUnfilled,AtomicOrbitals|gap_AO,ElementProperty|MagpieData maximum CovalentRadius,ValenceOrbital|frac s valence electrons,ElementProperty|MagpieData range MendeleevNumber,ElementProperty|MagpieData maximum Electronegativity,ValenceOrbital|frac f valence electrons,ElementProperty|MagpieData minimum Electronegativity,ElementProperty|MagpieData maximum NValence,ElementProperty|MagpieData mean NdUnfilled,ElementProperty|MagpieData mode NUnfilled,ElementProperty|MagpieData maximum NdUnfilled,ElementProperty|MagpieData avg_dev NUnfilled,hull_distance
16943087,52,74,0,1.798,0.190716824855805,0.606060606060606,23.5465744,64.4,0.49,113.6,9.92,10,0,5.0,4.0,0.1984,2.88,5,0.0,139,0.303030303030303,22,2.04,0.0,1.55,13,2.0,5,5,0.0,
12458390,52,79,0,1.838,0.178179966487409,0.588235294117647,24.0132944,65.4,0.49,113.2,10.72,10,1,4.8,4.0,0.2304,3.04,5,0.0,139,0.294117647058823,27,2.04,0.0,1.55,14,2.0,5,5,0.32,
84036972,52,75,0,1.792,0.224103641018935,0.606060606060606,30.7617744,64.6,0.49,117.6,10.08,10,0,5.0,4.0,0.1984,2.88,5,0.0,142,0.303030303030303,23,2.04,0.0,1.55,13,2.0,5,5,0.0,
95267031,52,78,0,1.816,0.178885438199983,0.416666666666667,18.4170616,65.2,0.49,111.4,10.56,5,1,4.8,2.0,0.2128,1.76,5,0.0,139,0.416666666666667,26,2.04,0.0,1.55,7,2.0,5,5,0.32,
71204863,52,80,0,1.828,0.224103641018935,0.588235294117647,31.3844944,65.6,0.49,117.0,10.88,10,1,4.8,4.0,0.2224,3.04,5,0.0,139,0.294117647058823,28,2.04,0.0,1.55,14,2.0,5,5,0.32,
85320746,52,76,14,1.76,0.258645214868096,0.425531914893617,54.8828088,64.8,0.49,118.2,10.24,10,0,5.0,4.0,0.224,7.04,5,0.0,145,0.212765957446809,24,2.04,0.297872340425532,1.55,27,2.0,5,5,0.0,
38702645,52,72,0,1.766,0.198687728150178,0.625,22.8516944,63.4,0.49,113.6,9.12,10,5,4.0,4.0,0.2192,2.72,5,0.0,139,0.3125,20,2.04,0.0,1.55,12,2.0,5,5,1.6,
34982675,47,73,0,1.778,0.220794403122398,0.421052631578947,36.818496224,62.2,0.44,123.4,12.16,4,2,5.8,1.6,0.2096,0.96,7,0.0,164,0.421052631578947,26,2.04,0.0,1.6,5,2.4,5,6,0.96,
35280617,47,84,0,1.892,0.213150440681858,0.580645161290323,36.5282176,64.4,0.58,123.0,13.92,10,4,5.4,3.6,0.2336,3.52,7,0.0,164,0.258064516129032,37,2.18,0.0,1.6,15,2.4,5,6,1.28,
95308671,47,81,14,1.922,0.266897594919487,0.409090909090909,57.6927616,63.8,0.73,128.4,13.44,10,3,5.6,3.6,0.2576,7.68,7,0.0,164,0.181818181818182,34,2.33,0.318181818181818,1.6,28,2.4,5,6,1.12,
82609473,47,83,0,1.894,0.223249411608884,0.380952380952381,36.17974048,64.2,0.59,120.6,13.76,4,4,5.4,1.6,0.2352,0.96,7,0.0,164,0.380952380952381,36,2.19,0.0,1.6,5,2.4,5,6,1.28,
58319420,47,88,0,1.972,0.22212213093825,0.363636363636364,36.0051424,65.2,0.98,120.2,14.56,4,5,5.2,1.6,0.2976,1.12,7,0.0,164,0.363636363636364,41,2.58,0.0,1.6,6,2.4,5,6,1.44,
70264158,47,72,0,1.794,0.23969492120604,0.642857142857143,42.5265216,61.6,0.44,128.0,11.68,10,7,4.8,3.6,0.1968,2.56,7,0.0,164,0.285714285714286,25,2.04,0.0,1.6,12,2.4,5,6,1.92,
16094873,47,74,0,1.818,0.215484846803291,0.620689655172414,35.6964416,62.4,0.44,123.6,12.32,10,2,5.8,3.6,0.1776,2.88,7,0.0,164,0.275862068965517,27,2.04,0.0,1.6,13,2.4,5,6,0.96,
27159836,47,79,0,1.858,0.213576950562855,0.6,36.1631616,63.4,0.44,123.2,13.12,10,3,5.6,3.6,0.2064,3.2,7,0.0,164,0.266666666666667,32,2.04,0.0,1.6,14,2.4,5,6,1.12,
47812905,47,75,0,1.812,0.236906211638506,0.620689655172414,42.9116416,62.6,0.44,127.6,12.48,10,2,5.8,3.6,0.1824,2.88,7,0.0,164,0.275862068965517,28,2.04,0.0,1.6,13,2.4,5,6,0.96,
52948361,47,78,0,1.836,0.215864849236958,0.4,36.6418624,63.2,0.44,121.4,12.96,4,3,5.6,1.6,0.1888,0.8,7,0.0,164,0.4,31,2.04,0.0,1.6,5,2.4,5,6,1.12,
40568932,47,80,0,1.848,0.236906211638506,0.6,43.5343616,63.6,0.44,127.0,13.28,10,3,5.6,3.6,0.1984,3.2,7,0.0,164,0.266666666666667,33,2.04,0.0,1.6,14,2.4,5,6,1.12,
43208516,47,76,14,1.78,0.26343055108671,0.418604651162791,57.2420896,62.8,0.44,128.2,12.64,10,2,5.8,3.6,0.208,7.36,7,0.0,164,0.186046511627907,29,2.04,0.325581395348837,1.6,27,2.4,5,6,0.96,
97428650,47,72,0,1.786,0.219909966516167,0.642857142857143,35.0015616,61.4,0.44,123.6,11.52,10,7,4.8,3.6,0.2032,2.56,7,0.0,164,0.285714285714286,25,2.04,0.0,1.6,12,2.4,5,6,1.92,
20819547,61,84,0,2.016,0.159233637725358,0.634146341463415,25.580064,70.0,0.27,107.0,7.2,10,3,3.4,5.2,0.0848,4.16,5,0.0,124,0.24390243902439,23,2.18,0.0,1.91,15,0.8,2,2,1.28,
74920653,61,81,14,2.046,0.263570544455797,0.481481481481481,55.183296,69.4,0.42,112.4,6.72,10,3,3.6,5.2,0.1136,6.88,5,0.068933,146,0.185185185185185,20,2.33,0.259259259259259,1.91,28,0.8,2,2,1.28,
72015384,61,83,0,2.018,0.161428299141188,0.516129032258065,19.75751008,69.8,0.28,104.6,7.04,8,3,3.4,3.2,0.0864,3.04,5,0.0,124,0.32258064516129,22,2.19,0.0,1.91,10,0.8,2,2,1.28,
46752830,61,88,0,2.096,0.160727595430146,0.5,19.582912,70.8,0.67,104.2,7.84,8,3,3.2,3.2,0.1936,2.88,5,0.050912,124,0.3125,27,2.58,0.0,1.91,10,0.8,2,2,1.44,
50648317,61,79,0,1.982,0.158885978904878,0.65,25.215008,69.0,0.13,107.2,6.4,10,3,3.6,5.2,0.0576,4.0,5,0.060882,124,0.25,18,2.04,0.0,1.91,14,0.8,2,2,1.28,
59806341,61,80,0,1.972,0.21990216824065,0.65,32.586208,69.2,0.13,111.0,6.56,10,3,3.6,5.2,0.0544,4.0,5,0.066314,139,0.25,19,2.04,0.0,1.91,14,0.8,2,2,1.28,
47098521,11,73,0,1.682,0.262924903061244,0.133333333333333,13.802271584,47.8,0.68,125.8,29.44,1,4,6.6,0.4,0.2864,0.0,9,0.0,170,0.666666666666667,62,2.04,0.0,1.36,3,3.6,5,9,1.92,
96302148,11,84,0,1.796,0.271013549918708,0.444444444444444,21.18406784,50.0,0.82,125.4,31.2,10,6,6.2,2.4,0.3488,3.84,9,0.0,170,0.37037037037037,73,2.18,0.0,1.36,15,3.6,5,9,2.24,
39062841,11,81,14,1.826,0.285329741988027,0.3,57.38129408,49.4,0.97,130.8,30.72,10,5,6.4,2.4,0.3728,8.0,9,0.005228,170,0.25,70,2.33,0.35,1.36,28,3.6,5,9,2.08,
93481752,11,83,0,1.798,0.285289029116658,0.117647058823529,14.15241376,49.8,0.83,123.0,31.04,1,6,6.2,0.4,0.3504,0.64,9,0.0,170,0.588235294117647,72,2.19,0.0,1.36,5,3.6,5,9,2.24,
18952376,11,88,0,1.876,0.283945535334322,0.111111111111111,14.32701184,50.8,1.22,122.6,31.84,1,7,6.0,0.4,0.4128,0.96,9,0.0,170,0.555555555555556,77,2.58,0.0,1.36,6,3.6,5,9,2.4,
61487350,11,72,0,1.698,0.270037699039819,0.5,27.18237184,47.2,0.68,130.4,28.96,10,9,5.6,2.4,0.2736,2.88,9,0.0,170,0.416666666666667,61,2.04,0.0,1.36,12,3.6,5,9,2.72,
40236598,11,74,0,1.722,0.26253183938881,0.48,20.35229184,48.0,0.68,126.0,29.6,10,4,6.6,2.4,0.2896,3.2,9,0.0,170,0.4,63,2.04,0.0,1.36,13,3.6,5,9,1.92,
51398260,11,79,0,1.762,0.271865037327236,0.461538461538462,20.81901184,49.0,0.68,125.6,30.4,10,5,6.4,2.4,0.3216,3.52,9,0.0132789999999999,170,0.384615384615385,68,2.04,0.0,1.36,14,3.6,5,9,2.08,
12507849,11,75,0,1.716,0.268719638579442,0.48,27.81905408,48.2,0.68,130.0,29.76,10,4,6.6,2.4,0.2848,3.2,9,0.0,170,0.4,64,2.04,0.0,1.36,13,3.6,5,9,1.92,
87196024,11,78,0,1.74,0.275682924715776,0.125,13.69029184,48.8,0.68,123.8,30.24,1,5,6.4,0.4,0.304,0.32,9,0.01669,170,0.625,67,2.04,0.0,1.36,4,3.6,5,9,2.08,
41267093,11,80,0,1.752,0.268719638579442,0.461538461538462,29.06449408,49.2,0.68,129.4,30.56,10,5,6.4,2.4,0.3136,3.52,9,0.0078469999999999,170,0.384615384615385,69,2.04,0.0,1.36,14,3.6,5,9,2.08,
32156478,11,76,14,1.684,0.283191991556316,0.307692307692308,56.47995008,48.4,0.68,130.6,29.92,10,4,6.6,2.4,0.2848,7.68,9,0.0,170,0.256410256410256,65,2.04,0.358974358974359,1.36,27,3.6,5,9,1.92,
59230168,11,72,0,1.69,0.262760287619724,0.5,19.65741184,47.0,0.68,126.0,28.8,10,9,5.6,2.4,0.28,2.88,9,0.0,170,0.416666666666667,61,2.04,0.0,1.36,12,3.6,5,9,2.72,
20456318,50,78,0,2.06,0.202578196402434,0.454545454545454,38.1076,64.4,0.26,117.4,11.52,5,2,5.2,2.0,0.08,1.28,6,0.0,154,0.363636363636364,28,2.16,0.0,1.9,6,2.0,5,5,0.64,
58346072,59,78,0,2.108,0.178885438199983,0.571428571428572,41.44144,68.0,0.38,112.6,7.2,8,2,4.0,3.2,0.1376,2.72,5,0.0,142,0.285714285714286,19,2.28,0.0,1.9,9,0.8,3,2,0.8,
63175049,56,78,0,2.076,0.185701388442046,0.538461538461538,40.5604,66.8,0.3,114.2,8.64,7,1,4.4,2.8,0.0992000000000001,2.24,5,0.0570819999999999,146,0.307692307692308,22,2.2,0.0,1.9,8,1.2,4,3,0.48,
94130527,51,78,14,2.14,0.189097130479147,0.16,80.29,64.8,0.46,120.6,11.04,4,2,5.2,1.6,0.176,8.0,6,0.0,162,0.2,27,2.36,0.56,1.9,20,2.4,5,6,0.64,
81437256,61,78,0,1.96,0.158331148245701,0.533333333333333,20.219632,68.8,0.14,105.4,6.24,8,3,3.6,3.2,0.0640000000000001,3.2,5,0.0574709999999999,124,0.333333333333333,17,2.04,0.0,1.9,10,0.8,2,2,1.28,
12374650,53,78,0,1.956,0.192483463542617,0.416666666666667,39.0868,65.6,0.14,114.6,10.08,5,1,4.8,2.0,0.0672,1.76,5,0.0,147,0.416666666666667,25,2.04,0.0,1.9,7,2.0,5,5,0.32,
83764925,50,80,0,2.072,0.23160277792655,0.625,44.51152,64.8,0.2,123.0,11.84,10,2,5.2,4.0,0.0704,3.04,6,0.0,154,0.25,30,2.16,0.0,1.96,14,2.0,5,5,0.64,
10378294,59,80,0,2.12,0.224103641018935,0.684210526315789,46.73408,68.4,0.32,118.2,7.52,10,2,4.0,5.2,0.128,3.68,5,0.0,142,0.210526315789474,21,2.28,0.0,1.96,14,0.8,3,2,0.8,
40596718,56,80,0,2.088,0.225986928334126,0.666666666666667,46.14672,67.2,0.24,119.8,8.96,10,1,4.4,4.8,0.0896,3.36,5,0.057541,146,0.222222222222222,24,2.2,0.0,1.96,14,1.2,4,3,0.48,
31879054,51,80,14,2.152,0.227010205999232,0.3,72.63312,65.2,0.4,126.2,11.36,10,2,5.2,3.6,0.1664,7.2,6,0.0,162,0.166666666666667,29,2.36,0.466666666666667,1.96,20,2.4,5,6,0.64,
13658924,48,73,14,1.738,0.224959401996074,0.127659574468085,79.078416224,62.6,0.54,125.8,11.68,3,2,5.8,1.2,0.2416,7.68,7,0.0,170,0.212765957446809,25,2.04,0.595744680851064,1.5,19,2.8,5,7,0.96,
89231046,48,84,14,1.852,0.21943403815018,0.271186440677966,71.4080064,64.8,0.68,125.4,13.44,10,4,5.4,3.2,0.2816,7.04,7,0.0,170,0.169491525423729,36,2.18,0.474576271186441,1.5,19,2.8,5,7,1.28,
15780629,48,81,14,1.882,0.268231694971903,0.222222222222222,85.8660416,64.2,0.83,130.8,12.96,10,3,5.6,3.2,0.3056,9.12,7,0.0,170,0.138888888888889,33,2.33,0.583333333333333,1.5,28,2.8,5,7,1.12,
60573841,48,83,14,1.854,0.230129272900225,0.122448979591837,78.43966048,64.6,0.69,123.0,13.28,3,4,5.4,1.2,0.2832,7.36,7,0.0,170,0.204081632653061,35,2.19,0.571428571428571,1.5,19,2.8,5,7,1.28,
79631548,48,88,14,1.932,0.228970658178648,0.12,78.2650624,65.6,1.08,122.6,14.08,3,5,5.2,1.2,0.3456,7.2,7,0.0,170,0.2,40,2.58,0.56,1.5,19,2.8,5,7,1.44,
18967543,48,72,14,1.754,0.242402175575985,0.285714285714286,70.6998016,62.0,0.54,130.4,11.2,10,7,4.8,3.2,0.2288,6.56,7,0.0,170,0.178571428571428,24,2.04,0.5,1.5,19,2.8,5,7,1.92,
38960417,48,74,14,1.778,0.220290212623661,0.280701754385965,72.2397824,62.8,0.54,126.0,11.84,10,2,5.8,3.2,0.2224,6.72,7,0.0,170,0.175438596491228,26,2.04,0.491228070175439,1.5,19,2.8,5,7,0.96,
94528706,48,79,14,1.818,0.219920534778184,0.275862068965517,71.7730624,63.8,0.54,125.6,12.64,10,3,5.6,3.2,0.2544,6.88,7,0.0,170,0.172413793103448,31,2.04,0.482758620689655,1.5,19,2.8,5,7,1.12,
41085739,48,75,14,1.772,0.239789643170869,0.280701754385965,71.0849216,63.0,0.54,130.0,12.0,10,2,5.8,3.2,0.2176,6.72,7,0.0,170,0.175438596491228,27,2.04,0.491228070175439,1.5,19,2.8,5,7,0.96,
74920568,48,78,14,1.796,0.222425579695966,0.125,78.9017824,63.6,0.54,123.8,12.48,3,3,5.6,1.2,0.2368,7.52,7,0.0,170,0.208333333333333,30,2.04,0.583333333333333,1.5,19,2.8,5,7,1.12,
69578014,48,80,14,1.808,0.239789643170869,0.275862068965517,71.7076416,64.0,0.54,129.4,12.8,10,3,5.6,3.2,0.2464,6.88,7,0.0,170,0.172413793103448,32,2.04,0.482758620689655,1.5,19,2.8,5,7,1.12,
56489170,48,76,14,1.74,0.264913467479685,0.225352112676056,85.4153696,63.2,0.54,130.6,12.16,10,2,5.8,3.2,0.24,8.96,7,0.0,170,0.140845070422535,28,2.04,0.591549295774648,1.5,27,2.8,5,7,0.96,
13480652,48,72,14,1.746,0.224167492537235,0.285714285714286,72.9346624,61.8,0.54,126.0,11.04,10,7,4.8,3.2,0.2352,6.56,7,0.0,170,0.178571428571428,24,2.04,0.5,1.5,19,2.8,5,7,1.92,
93507642,53,84,0,2.012,0.1909393200764,0.571428571428571,38.158176,66.8,0.28,116.2,11.04,10,2,4.6,4.0,0.0896,3.2,5,0.0,147,0.285714285714286,31,2.18,0.0,1.9,15,2.0,5,5,0.64,
32875906,53,81,14,2.042,0.263665594855305,0.416666666666667,59.32272,66.2,0.43,121.6,10.56,10,1,4.8,4.0,0.1152,7.36,5,0.0,147,0.208333333333333,28,2.33,0.291666666666667,1.9,28,2.0,5,5,0.32,
75684932,53,83,0,2.014,0.198506822748453,0.4,38.62467808,66.6,0.29,113.8,10.88,5,2,4.6,2.0,0.0911999999999999,1.6,5,0.0,147,0.4,30,2.19,0.0,1.9,7,2.0,5,5,0.64,
62941037,53,88,0,2.092,0.197513870931583,0.384615384615385,38.45008,67.6,0.68,113.4,11.68,5,3,4.4,2.0,0.1952,1.76,5,0.0085859999999999,147,0.384615384615385,35,2.58,0.0,1.9,7,2.0,5,5,0.96,
23705914,53,79,0,1.978,0.191113474478257,0.588235294117647,37.79312,65.8,0.14,116.4,10.24,10,1,4.8,4.0,0.0623999999999999,3.04,5,0.0,147,0.294117647058823,26,2.04,0.0,1.9,14,2.0,5,5,0.32,
15860437,53,80,0,1.968,0.228085323342676,0.588235294117647,45.16432,66.0,0.14,120.2,10.4,10,1,4.8,4.0,0.0576,3.04,5,0.0,147,0.294117647058823,27,2.04,0.0,1.9,14,2.0,5,5,0.32,
30694825,43,73,0,1.754,0.218749796067152,0.235294117647059,15.199593824,60.6,0.5,121.8,14.08,2,3,6.2,0.8,0.2288,0.48,8,0.0,160,0.588235294117647,30,2.04,0.0,1.54,4,3.2,5,8,1.44,
10392748,43,84,0,1.868,0.209995949191285,0.482758620689655,22.115616,62.8,0.64,121.4,15.84,10,5,5.8,2.8,0.2624,3.68,8,0.0,160,0.344827586206897,41,2.18,0.0,1.54,15,3.2,5,8,1.76,
43860715,43,81,14,1.898,0.266295389153379,0.333333333333333,56.91552,62.2,0.79,126.8,15.36,10,4,6.0,2.8,0.2864,7.84,8,0.0,160,0.238095238095238,38,2.33,0.333333333333333,1.54,28,3.2,5,8,1.6,
59481307,43,83,0,1.87,0.219777902585687,0.210526315789474,15.08396192,62.6,0.65,119.0,15.68,2,5,5.8,0.8,0.264,0.64,8,0.0,160,0.526315789473684,40,2.19,0.0,1.54,5,3.2,5,8,1.76,
43790281,43,88,0,1.948,0.218667330678684,0.2,15.25856,63.6,1.04,118.6,16.48,2,6,5.6,0.8,0.3264,0.8,8,0.0,160,0.5,45,2.58,0.0,1.54,6,3.2,5,8,1.92,
76415208,43,72,0,1.77,0.238398392326702,0.538461538461538,28.11392,60.0,0.5,126.4,13.6,10,8,5.2,2.8,0.216,2.72,8,0.0,160,0.384615384615385,29,2.04,0.0,1.54,12,3.2,5,8,2.24,
97408251,43,74,0,1.794,0.213107641729921,0.518518518518518,21.28384,60.8,0.5,122.0,14.24,10,3,6.2,2.8,0.2032,3.04,8,0.0,160,0.37037037037037,31,2.04,0.0,1.54,13,3.2,5,8,1.44,
19743065,43,79,0,1.834,0.210390650027185,0.5,21.75056,61.8,0.5,121.6,15.04,10,4,6.0,2.8,0.2352,3.36,8,0.0,160,0.357142857142857,36,2.04,0.0,1.54,14,3.2,5,8,1.6,
82354971,43,75,0,1.788,0.235519909704064,0.518518518518518,28.49904,61.0,0.5,126.0,14.4,10,3,6.2,2.8,0.2016,3.04,8,0.0,160,0.37037037037037,32,2.04,0.0,1.54,13,3.2,5,8,1.44,
21064358,43,78,0,1.812,0.212563245345417,0.222222222222222,15.02296,61.6,0.5,119.8,14.88,2,4,6.0,0.8,0.2176,0.48,8,0.0,160,0.555555555555556,35,2.04,0.0,1.54,4,3.2,5,8,1.6,
34189275,43,80,0,1.824,0.235519909704064,0.5,29.12176,62.0,0.5,125.4,15.2,10,4,6.0,2.8,0.2272,3.36,8,0.0,160,0.357142857142857,37,2.04,0.0,1.54,14,3.2,5,8,1.6,
71248596,43,76,14,1.756,0.262753528539836,0.341463414634146,56.014176,61.2,0.5,126.6,14.56,10,3,6.2,2.8,0.2272,7.52,8,0.0,160,0.24390243902439,33,2.04,0.341463414634146,1.54,27,3.2,5,8,1.44,
92057831,43,72,0,1.762,0.217817456702727,0.538461538461538,20.58896,59.8,0.5,122.0,13.44,10,8,5.2,2.8,0.2224,2.72,8,0.0,160,0.384615384615385,29,2.04,0.0,1.54,12,3.2,5,8,2.24,
56920873,50,76,14,2.004,0.260995184744858,0.444444444444444,58.219248,64.0,0.54,124.2,11.2,10,1,5.4,4.0,0.1536,7.2,6,0.0,154,0.177777777777778,26,2.16,0.311111111111111,1.62,27,2.0,5,5,0.48,
39720486,59,76,14,2.052,0.258645214868096,0.509803921568628,60.441808,67.6,0.66,119.4,6.88,10,2,4.2,5.2,0.1824,6.72,5,0.0,145,0.156862745098039,17,2.28,0.274509803921569,1.62,27,0.8,3,2,0.96,
27845619,56,76,14,2.02,0.25904940591323,0.489795918367347,59.854448,66.4,0.58,121.0,8.32,10,1,4.6,4.8,0.16,6.88,5,0.0,146,0.163265306122449,20,2.2,0.285714285714286,1.62,27,1.2,4,3,0.48,
23074169,51,76,14,2.084,0.259334182314429,0.246575342465753,86.340848,64.4,0.74,127.4,10.72,10,1,5.4,3.6,0.2208,9.28,6,0.0,162,0.136986301369863,25,2.36,0.575342465753425,1.62,27,2.4,5,6,0.48,
97183264,58,76,14,1.892,0.259094811964668,0.470588235294118,54.2435848,67.2,0.42,113.0,7.36,10,2,4.2,4.8,0.1184,6.72,5,0.0,145,0.196078431372549,18,2.04,0.274509803921569,1.62,27,1.2,3,3,0.96,
42368795,49,76,14,1.804,0.258469753691621,0.444444444444444,55.35352,63.6,0.42,118.2,11.68,10,1,5.4,4.0,0.1888,7.2,6,0.0,145,0.177777777777778,27,2.04,0.311111111111111,1.62,27,2.0,5,5,0.48,
42936180,55,76,14,1.872,0.259094811964668,0.448979591836735,54.737696,66.0,0.42,115.4,8.8,10,1,4.6,4.4,0.1344,6.88,5,0.0,145,0.204081632653061,21,2.04,0.285714285714286,1.62,27,1.6,4,4,0.48,
37068241,61,76,14,1.904,0.258843582110896,0.490566037735849,54.281952,68.4,0.42,112.2,5.92,10,3,3.8,5.2,0.1136,6.56,5,0.0,145,0.188679245283019,15,2.04,0.264150943396226,1.62,27,0.8,2,2,1.44,
50619347,53,76,14,1.9,0.259672410290298,0.425531914893617,58.872048,65.2,0.42,121.4,9.76,10,0,5.0,4.0,0.112,7.04,5,0.0,147,0.212765957446809,23,2.04,0.297872340425532,1.62,27,2.0,5,5,0.0,
65349018,46,76,14,1.792,0.25904940591323,0.372093023255814,55.522256,62.4,0.42,123.8,13.12,10,2,5.8,3.2,0.1984,7.36,7,0.0,153,0.232558139534884,30,2.04,0.325581395348837,1.62,27,2.8,5,7,0.96,
94185602,46,84,0,1.904,0.184561293402918,0.516129032258065,23.099456,64.0,0.55,118.6,14.4,10,4,5.4,3.2,0.2192,3.52,7,0.0,153,0.32258064516129,38,2.18,0.0,1.63,15,2.8,5,7,1.28,
31254760,46,81,14,1.934,0.263192564548187,0.363636363636364,56.4236,63.4,0.7,124.0,13.92,10,3,5.6,3.2,0.2432,7.68,7,0.0,153,0.227272727272727,35,2.33,0.318181818181818,1.63,28,2.8,5,7,1.12,
65790324,46,83,0,1.906,0.191249486918778,0.285714285714286,16.06780192,63.8,0.56,116.2,14.24,3,4,5.4,1.2,0.2208,0.96,7,0.0,153,0.476190476190476,37,2.19,0.0,1.63,5,2.8,5,7,1.28,
37049621,46,88,0,1.984,0.190303673560118,0.272727272727273,16.2424,64.8,0.95,115.8,15.04,3,5,5.2,1.2,0.2832,1.12,7,0.0,153,0.454545454545454,42,2.58,0.0,1.63,6,2.8,5,7,1.44,
56140738,46,72,0,1.806,0.229617304492512,0.571428571428572,29.09776,61.2,0.41,123.6,12.16,10,7,4.8,3.2,0.1872,2.56,7,0.0,153,0.357142857142857,26,2.04,0.0,1.63,12,2.8,5,7,1.92,
50836291,46,74,0,1.83,0.194942090256101,0.551724137931034,22.26768,62.0,0.41,119.2,12.8,10,2,5.8,3.2,0.168,2.88,7,0.0,153,0.344827586206897,28,2.04,0.0,1.63,13,2.8,5,7,0.96,
79324150,46,79,0,1.87,0.184648700679445,0.533333333333333,22.7344,63.0,0.41,118.8,13.6,10,3,5.6,3.2,0.192,3.2,7,0.0,153,0.333333333333333,33,2.04,0.0,1.63,14,2.8,5,7,1.12,
20419573,46,75,0,1.824,0.225986928334126,0.551724137931034,29.48288,62.2,0.41,123.2,12.96,10,2,5.8,3.2,0.1728,2.88,7,0.0,153,0.344827586206897,29,2.04,0.0,1.63,13,2.8,5,7,0.96,
62157849,46,78,0,1.848,0.185701388442046,0.3,16.49872,62.8,0.41,117.0,13.44,3,3,5.6,1.2,0.1744,0.8,7,0.0,153,0.5,32,2.04,0.0,1.63,5,2.8,5,7,1.12,
43065218,46,80,0,1.86,0.225986928334126,0.533333333333333,30.1056,63.2,0.41,122.6,13.76,10,3,5.6,3.2,0.184,3.2,7,0.0,153,0.333333333333333,34,2.04,0.0,1.63,14,2.8,5,7,1.12,
61792438,46,72,0,1.798,0.202199855056514,0.571428571428572,21.5728,61.0,0.41,119.2,12.0,10,7,4.8,3.2,0.1936,2.56,7,0.0,153,0.357142857142857,26,2.04,0.0,1.63,12,2.8,5,7,1.92,
75149062,12,73,0,1.626,0.302273053096464,0.133333333333333,34.898241824,48.2,0.82,133.8,28.96,1,4,6.6,0.4,0.3312,0.0,9,0.0,190,0.666666666666667,61,2.04,0.0,1.22,3,3.6,5,9,1.92,
52634817,12,84,0,1.74,0.318672975713327,0.444444444444444,35.248048,50.4,0.96,133.4,30.72,10,6,6.2,2.4,0.416,3.84,9,0.0,190,0.37037037037037,72,2.18,0.0,1.22,15,3.6,5,9,2.24,
64021875,12,81,14,1.77,0.309338157101142,0.3,56.412592,49.8,1.11,138.8,30.24,10,5,6.4,2.4,0.44,8.0,9,0.005228,190,0.25,69,2.33,0.35,1.22,28,3.6,5,9,2.08,
43780952,12,83,0,1.742,0.3349241144117,0.117647058823529,34.25948608,50.2,0.97,131.0,30.56,1,6,6.2,0.4,0.4176,0.64,9,0.0,190,0.588235294117647,71,2.19,0.0,1.22,5,3.6,5,9,2.24,
84135296,12,88,0,1.82,0.333483220730307,0.111111111111111,34.084888,51.2,1.36,130.6,31.36,1,7,6.0,0.4,0.48,0.96,9,0.0,190,0.555555555555556,76,2.58,0.0,1.22,6,3.6,5,9,2.4,
32450971,12,72,0,1.642,0.302228149649038,0.5,41.246352,47.6,0.82,138.4,28.48,10,9,5.6,2.4,0.3376,2.88,9,0.0,190,0.416666666666667,60,2.04,0.0,1.22,12,3.6,5,9,2.72,
58642793,12,74,0,1.666,0.304617729274255,0.48,34.416272,48.4,0.82,134.0,29.12,10,4,6.6,2.4,0.3568,3.2,9,0.0,190,0.4,62,2.04,0.0,1.22,13,3.6,5,9,1.92,
43206985,12,79,0,1.706,0.319731337741697,0.461538461538462,34.882992,49.4,0.82,133.6,29.92,10,5,6.4,2.4,0.3888,3.52,9,0.0132789999999999,190,0.384615384615385,67,2.04,0.0,1.22,14,3.6,5,9,2.08,
36509124,12,75,0,1.66,0.301851901522851,0.48,41.631472,48.6,0.82,138.0,29.28,10,4,6.6,2.4,0.352,3.2,9,0.0,190,0.4,63,2.04,0.0,1.22,13,3.6,5,9,1.92,
81294637,12,78,0,1.684,0.32428517299299,0.125,34.721608,49.2,0.82,131.8,29.76,1,5,6.4,0.4,0.3712,0.32,9,0.0141239999999999,190,0.625,66,2.04,0.0,1.22,4,3.6,5,9,2.08,
98526013,12,80,0,1.696,0.301851901522851,0.461538461538462,42.254192,49.6,0.82,137.4,30.08,10,5,6.4,2.4,0.3808,3.52,9,0.0078469999999999,190,0.384615384615385,68,2.04,0.0,1.22,14,3.6,5,9,2.08,
